symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,pe_comp,pb_comp,div_comp,value_metric,buy_to_sell_ratio,news
RAMP,Packaged Software,Technology Services,505450.0,27.990928,1.94307,0.0,1.3218568530489594,4.631845481634732,0.0,5.954,6.0,"[{'title': 'Is LiveRamp (RAMP) Quietly Redefining TV Data Connectivity With DIRECTV’s Expanded CAPI Integration?', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/liveramp-ramp-quietly-redefining-tv-030725806.html', 'summary': 'In April 2026, DIRECTV Advertising announced it had expanded its relationship with LiveRamp by integrating LiveRamp’s Conversions API Hub into DIRECTV’s advertising platform, enhancing closed-loop attribution, privacy-focused server-to-server measurement, and real-time conversion insights across its premium digital and TV inventory. This move makes DIRECTV Advertising the first multichannel video programming distributor to offer a connector from LiveRamp’s CAPI Hub, highlighting growing...', 'pub_date': '2026-04-18T03:07:25Z', 'formatted_date': '04-18-2026'}]"
RFDI,Investment Trusts Or Mutual Funds,Miscellaneous,1175.0,14.50055,1.849254,3.523,1.03444352110782,1.351896494478314,1.1743333333333337,3.561,,[]
ADDYY,Apparel/Footwear,Consumer Non-Durables,58996.0,19.094859,4.25938,0.977555,0.0,0.0,0.0,0.0,23.0,[]
APAM,Investment Managers,Finance,678544.0,9.408542,6.12337,8.654603,1.5942959068472031,0.0,2.8848676666666666,4.479,,
GRNJ,Investment Trusts Or Mutual Funds,Miscellaneous,127087.0,42.891678,4.59201,0.4524,0.0,0.0,0.0,0.0,,[]
MRBK,Regional Banks,Finance,148271.0,9.287372,1.12401,2.680895,1.6150962834265712,2.224179500182383,0.0,3.839,,[]
AKBA,Pharmaceuticals: Major,Health Technology,1533999.0,-78.89,11.5579,0.0,0.0,0.0,0.0,0.0,,[]
NWPX,Construction Materials,Non-Energy Minerals,101353.0,23.62218,2.04446,0.0,0.0,1.222816782915782,0.0,1.223,,[]
RRC,Oil & Gas Production,Energy Minerals,2006943.0,11.151022,2.16147,0.876362,1.345168182790779,1.1566202630617126,0.0,2.502,7.0,[]
SCM,Investment Trusts/Mutual Funds,Miscellaneous,110783.0,10.026219,0.745559,16.104603,1.4960774345742898,3.353188681244543,5.368201,10.217,,[]
CEFS,Investment Trusts Or Mutual Funds,Miscellaneous,61226.0,,,0.0,0.0,0.0,0.0,0.0,,[]
A,Medical Specialties,Health Technology,2078960.0,25.49279,4.73151,0.870092,1.3729372108741336,1.0821069806467702,0.0,2.455,18.0,[]
ETR,Electric Utilities,Utilities,2489776.0,29.042499,3.03215,2.186178,0.0,0.0,0.0,0.0,17.0,[]
RIOT,Information Technology Services,Technology Services,20773213.0,-9.53,2.37629,0.0,0.0,1.384511149733408,0.0,1.385,18.0,[]
CSTM,Aluminum,Non-Energy Minerals,2623839.0,16.216919,4.43686,0.0,0.0,0.0,0.0,0.0,,[]
SCHC,Investment Trusts Or Mutual Funds,Miscellaneous,230292.0,20.597904,1.656802,2.4091,0.0,1.5089310611648223,0.0,1.509,,[]
AMUB,Investment Trusts Or Mutual Funds,Miscellaneous,1060.0,,,6.1855,0.0,0.0,2.0618333333333334,2.062,,[]
SCHM,Investment Trusts Or Mutual Funds,Miscellaneous,968500.0,28.983747,2.955013,1.2467,0.0,0.0,0.0,0.0,,[]
CMG,Restaurants,Consumer Services,20963028.0,29.408165,15.5015,0.0,1.0299860599938826,1.4024449246847075,0.0,2.432,28.0,[]
ES,Electric Utilities,Utilities,1387665.0,15.058617,1.59278,4.431024,0.0,1.5695827421238338,1.477008,3.047,7.0,[]
ST,Electronic Equipment/Instruments,Electronic Technology,2122534.0,197.799625,2.21155,1.136095,0.0,2.306074924826479,0.0,2.306,7.0,[]
CLPS,Information Technology Services,Technology Services,1757.0,-3.7,0.448799,0.0,0.0,7.330675870489907,0.0,7.331,,[]
CGC,Agricultural Commodities/Milling,Process Industries,10327125.0,-0.93,0.799015,0.0,0.0,3.128852399516905,0.0,3.129,2.0,[]
DNP,Investment Trusts/Mutual Funds,Miscellaneous,567740.0,9.36,1.1582,7.669616,1.6025641025641026,2.158521844241064,2.556538666666667,6.318,,[]
PPIH,Industrial Machinery,Producer Manufacturing,63052.0,15.554599,2.91409,0.0,0.0,0.0,0.0,0.0,,[]
NWSA,Publishing: Newspapers,Consumer Services,4181682.0,34.32991,1.67505,0.757289,0.0,3.283484075102236,0.0,3.283,11.0,[]
UBSI,Regional Banks,Finance,780146.0,12.34107,1.10909,3.411417,1.2154537653542197,2.2541002082788593,1.137139,4.607,,[]
MT,Steel,Non-Energy Minerals,675610.0,14.245379,0.824905,0.79197,1.0529730377829891,3.030652014474394,0.0,4.084,11.0,[]
YUM,Restaurants,Consumer Services,3012601.0,27.968637,-5.8679,1.856029,1.0829987889649395,0.0,0.0,1.083,14.0,[]
CRM,Packaged Software,Technology Services,8664378.0,23.099408,2.83026,0.923521,1.601772651489597,3.179919866019376,0.0,4.782,42.0,[]
BYSI,Pharmaceuticals: Major,Health Technology,4213.0,-7.89,-1.9947,0.0,0.0,0.0,0.0,0.0,,[]
WOLF,Semiconductors,Electronic Technology,5124875.0,-1.85,1.2941,0.0,0.0,10.795147206552818,0.0,10.795,,[]
LXU,Chemicals: Agricultural,Process Industries,1236614.0,42.810938,2.00667,0.0,0.0,1.2458451065695904,0.0,1.246,,[]
EMA,Electric Utilities,Utilities,116319.0,21.764269,1.82263,4.00257,0.0,1.371644272287848,1.3341900000000002,2.706,6.0,[]
EMXC,Investment Trusts Or Mutual Funds,Miscellaneous,2666529.0,19.661198,2.89732,1.8236,0.0,0.0,0.0,0.0,,[]
XHS,Investment Trusts Or Mutual Funds,Miscellaneous,2137.0,30.551569,2.725751,0.4927,0.0,0.0,0.0,0.0,,[]
ENS,Electrical Products,Producer Manufacturing,257285.0,26.062414,4.08841,0.488031,0.0,0.0,0.0,0.0,4.0,[]
F,Motor Vehicles,Consumer Durables,44195054.0,-6.52,1.46224,4.803843,0.0,3.1458584090163035,1.601281,4.747,6.0,[]
RVP,Medical Specialties,Health Technology,7744.0,-1.5,0.259623,0.0,0.0,19.7209030016601,0.0,19.721,,[]
DGICB,Multi-Line Insurance,Finance,435.0,9.031904,1.12518,3.340081,1.6607793882663056,2.221866723546454,1.1133603333333333,4.996,,[]
LULU,Apparel/Footwear,Consumer Non-Durables,2560165.0,11.079025,3.44991,0.0,1.353909752888905,0.0,0.0,1.354,4.0,[]
LZAGY,Biotechnology,Health Technology,70190.0,-113.99,4.35638,0.479219,0.0,1.0972412874909905,0.0,1.097,23.0,[]
SRTS,Medical Specialties,Health Technology,14771.0,-8.38,1.3555,0.0,0.0,3.777203983769827,0.0,3.777,,[]
UPWK,Personnel Services,Commercial Services,3625594.0,12.74991,2.20573,0.0,1.1764788927921843,1.133411614295494,0.0,2.31,7.0,[]
VHT,Investment Trusts Or Mutual Funds,Miscellaneous,162905.0,28.733063,4.728089,1.5137,0.0,0.0,0.0,0.0,,[]
PWCDF,Multi-Line Insurance,Finance,39880.0,18.839873,2.04285,3.350533,0.0,1.2237805027290305,1.116844333333333,2.341,4.0,[]
SXT,Food: Specialty/Candy,Consumer Non-Durables,543213.0,36.807135,4.4142,1.315789,0.0,0.0,0.0,0.0,,[]
MKTX,Investment Banks/Brokers,Finance,376368.0,24.112332,5.00054,1.910947,0.0,0.0,0.0,0.0,6.0,[]
ALMR,Biotechnology,Health Technology,201359.0,,,0.0,0.0,0.0,0.0,0.0,,[]
PHR,Packaged Software,Technology Services,961564.0,256.533333,1.73068,0.0,0.0,5.200268102711073,0.0,5.2,15.0,"[{'title': ""Can OptimizeRx's Cash Strength Cushion Near-Term Headwinds?"", 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/optimizerxs-cash-strength-cushion-near-140800059.html', 'summary': ""OPRX's rising cash flow, DAAP adoption and expanding pharma ties boost outlook despite near-term revenue softness and cautious client spending."", 'pub_date': '2026-04-21T14:08:00Z', 'formatted_date': '04-21-2026'}]"
BABA,Internet Retail,Retail Trade,6051637.0,23.832818,2.12658,0.777241,1.767310940737264,4.504885779044287,0.0,6.272,46.0,[]
NVST,Medical Specialties,Health Technology,3758991.0,96.364291,1.41162,0.0,0.0,3.627038438106573,0.0,3.627,7.0,[]
SO,Electric Utilities,Utilities,3809684.0,23.955752,2.86132,3.15666,0.0,0.0,1.05222,1.052,7.0,[]
XZO,Packaged Software,Technology Services,114587.0,18.805386,5.84494,0.0,1.9675214324236685,1.5397933939441637,0.0,3.507,,[]
ACA,Construction Materials,Non-Energy Minerals,238340.0,28.372871,2.23425,0.166058,0.0,1.1189437171310284,0.0,1.119,,[]
PBH,Pharmaceuticals: Major,Health Technology,452130.0,15.416347,1.50794,0.0,5.189296789959386,3.448413066832898,0.0,8.638,7.0,[]
IRDM,Specialty Telecommunications,Communications,1658728.0,37.72443,8.44208,1.524064,0.0,0.0,0.0,0.0,6.0,[]
SMG,Chemicals: Agricultural,Process Industries,1118864.0,45.831361,-7.8531,3.894954,0.0,0.0,1.298318,1.298,5.0,[]
NCLH,Hotels/Resorts/Cruise lines,Consumer Services,16519213.0,19.877609,3.74731,0.0,1.5831884005767494,1.2595701983556202,0.0,2.843,14.0,[]
HRTG,Property/Casualty Insurance,Finance,289425.0,4.731237,1.81128,0.0,3.1704182225494093,1.3802393887195796,0.0,4.551,,[]
MTCH,Internet Software/Services,Technology Services,2660785.0,15.540029,-33.8653,2.058505,2.3809479377419436,0.0,0.0,2.381,8.0,[]
CZR,Casinos/Gaming,Consumer Services,3368922.0,-11.53,1.62092,0.0,0.0,6.786269525948227,0.0,6.786,15.0,[]
RCKT,Biotechnology,Health Technology,3712664.0,-1.74,1.36366,0.0,0.0,3.5052725752753617,0.0,3.505,6.0,[]
MGRC,Finance/Rental/Leasing,Finance,195059.0,18.61319,2.34993,1.642537,0.0,1.0638614767248389,0.0,1.064,,[]
TKO,Movies/Entertainment,Consumer Services,809801.0,82.4368,3.87444,1.450054,0.0,0.0,0.0,0.0,17.0,[]
SUSB,Investment Trusts Or Mutual Funds,Miscellaneous,37218.0,,,0.0,0.0,0.0,0.0,0.0,,[]
EIG,Property/Casualty Insurance,Finance,135366.0,92.615988,0.905041,3.010348,0.0,2.762305796091006,1.0034493333333334,3.766,,[]
FDBC,Regional Banks,Finance,4674.0,8.95461,1.08557,3.628415,1.675114829121536,2.302937627237304,1.2094716666666667,5.188,,
FCEL,Electronic Equipment/Instruments,Electronic Technology,3509162.0,-1.55,0.808597,0.0,0.0,6.307221026048822,0.0,6.307,0.0,[]
QAT,Investment Trusts Or Mutual Funds,Miscellaneous,3314.0,12.005384,1.201512,4.5547,1.2494394181810429,2.080711636671128,1.5182333333333335,4.848,,[]
ARAY,Medical Specialties,Health Technology,576102.0,-1.49,0.988637,0.0,0.0,5.178847241201776,0.0,5.179,,[]
DMAC,Biotechnology,Health Technology,102683.0,-9.05,6.05323,0.0,0.0,0.0,0.0,0.0,,[]
TWI,Auto Parts: OEM,Producer Manufacturing,558375.0,-8.3,1.02446,0.0,0.0,2.440310016984558,0.0,2.44,,[]
FND,Home Improvement Chains,Retail Trade,1899596.0,25.883392,2.22856,0.0,1.2158375532851335,2.1179595792798938,0.0,3.334,7.0,[]
ILCG,Investment Trusts Or Mutual Funds,Miscellaneous,64887.0,39.148624,10.795475,0.4061,0.0,0.0,0.0,0.0,,[]
CART,Air Freight/Couriers,Transportation,1872723.0,26.954835,4.15613,0.0,1.191622950019913,1.3642499151855212,0.0,2.556,21.0,[]
OMRNY,Industrial Machinery,Producer Manufacturing,12567.0,41.729437,1.26329,1.970114,0.0,1.9789597004646595,0.0,1.979,3.0,[]
JBGS,Real Estate Investment Trusts,Finance,487309.0,-7.28,0.790375,4.554327,0.0,3.1630555116242287,1.518109,4.681,,[]
HG,Multi-Line Insurance,Finance,368760.0,5.581124,1.14045,0.0,2.6876306636440974,2.1921171467403218,0.0,4.88,4.0,[]
DTM,Oil & Gas Pipelines,Industrial Services,1120145.0,31.377836,2.89822,2.474074,0.0,0.0,0.0,0.0,6.0,[]
MTAL,Financial Conglomerates,Finance,757.0,,62812.5,0.0,0.0,0.0,0.0,0.0,,[]
MGM,Casinos/Gaming,Consumer Services,4412768.0,53.264153,4.31085,0.0,0.0,2.5517009406497557,0.0,2.552,13.0,[]
PXE,Investment Trusts Or Mutual Funds,Miscellaneous,35516.0,15.399755,1.654287,2.3094,0.0,1.5112250776316325,0.0,1.511,,[]
VIOT,Electronics/Appliances,Consumer Durables,365607.0,3.567606,0.308159,0.0,3.447690131701763,14.92735892834543,0.0,18.375,,[]
URGN,Biotechnology,Health Technology,482334.0,-7.41,-10.8964,0.0,0.0,0.0,0.0,0.0,7.0,[]
NPFE,Investment Trusts Or Mutual Funds,Miscellaneous,37610.0,28.621868,5.768076,0.8476,0.0,0.0,0.0,0.0,,[]
NVG,Investment Trusts/Mutual Funds,Miscellaneous,526453.0,47.285661,0.976039,7.505938,0.0,2.561373059887976,2.5019793333333333,5.063,,[]
GEO,Miscellaneous Commercial Services,Commercial Services,944673.0,10.255424,1.68923,0.0,1.462640647524666,1.4799642440638634,0.0,2.943,,[]
PSCF,Investment Trusts Or Mutual Funds,Miscellaneous,1280.0,17.139994,1.364679,3.3034,0.0,1.831932637638595,1.1011333333333333,2.933,,
GNW,Multi-Line Insurance,Finance,1936953.0,16.524322,0.398554,0.0,0.0,6.272675722737697,0.0,6.273,,[]
SSEZY,Electric Utilities,Utilities,56500.0,31.443299,2.91211,2.257809,0.0,0.0,0.0,0.0,11.0,[]
RIO,Other Metals/Minerals,Non-Energy Minerals,3154621.0,16.24939,2.61098,3.996998,0.0,0.0,1.3323326666666666,1.332,5.0,[]
AMP,Investment Managers,Finance,536352.0,11.88671,6.93097,1.339304,1.261913515177875,0.0,0.0,1.262,7.0,
VEGA,Investment Trusts Or Mutual Funds,Miscellaneous,3328.0,,,0.788,0.0,0.0,0.0,0.0,,[]
VWO,Investment Trusts Or Mutual Funds,Miscellaneous,8256766.0,17.36224,2.075933,2.1425,0.0,1.2042777873852384,0.0,1.204,,"[{'title': 'Global Equity ETFs in Focus as AI Optimism Drives Fresh Inflows', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/global-equity-etfs-focus-ai-164100214.html', 'summary': 'AI optimism and easing volatility fuel a $48.7B surge into global equity funds. Here are some global ETFs to consider.', 'pub_date': '2026-04-24T16:41:00Z', 'formatted_date': '04-24-2026'}]"
RCMT,Personnel Services,Commercial Services,34477.0,14.813949,5.06734,0.0,1.012559176489672,0.0,0.0,1.013,,[]
MMI,Real Estate Development,Finance,118122.0,-578.98,1.80742,1.762425,0.0,1.383187084352281,0.0,1.383,,[]
NET,Information Technology Services,Technology Services,3287924.0,-721.09,51.2134,0.0,0.0,0.0,0.0,0.0,25.0,[]
CNMD,Medical Specialties,Health Technology,397042.0,25.069509,1.1353,2.11249,1.3961182885552326,4.509821192636307,0.0,5.906,0.0,[]
SSB,Major Banks,Finance,723236.0,10.543558,1.06105,2.39166,1.4226696528818827,2.356156637293247,0.0,3.779,12.0,[]
SGOV,Investment Trusts Or Mutual Funds,Miscellaneous,12968546.0,,,0.0,0.0,0.0,0.0,0.0,,[]
ICFI,Miscellaneous Commercial Services,Commercial Services,691525.0,13.387514,1.17491,0.845666,1.1204470075624198,2.1278225566213584,0.0,3.248,,[]
SMOG,Investment Trusts Or Mutual Funds,Miscellaneous,1157.0,65.80148,3.26224,1.3653,0.0,0.0,0.0,0.0,,[]
TELA,Medical Specialties,Health Technology,90860.0,-0.96,5.64202,0.0,0.0,0.0,0.0,0.0,,[]
CLB,Oil & Gas Production,Energy Minerals,305617.0,27.057903,2.99636,0.231348,0.0,0.0,0.0,0.0,,[]
IYM,Investment Trusts Or Mutual Funds,Miscellaneous,69450.0,34.47208,3.602824,1.4584,0.0,0.0,0.0,0.0,,[]
AVAV,Aerospace & Defense,Electronic Technology,871716.0,-45.11,2.28787,0.0,0.0,2.2204058797047037,0.0,2.22,16.0,[]
MEAR,Investment Trusts Or Mutual Funds,Miscellaneous,100723.0,,,0.8486,0.0,0.0,0.0,0.0,,[]
KNX,Trucking,Transportation,2016675.0,309.521531,1.48278,1.143917,0.0,3.823898353093514,0.0,3.824,15.0,[]
RYN,Real Estate Investment Trusts,Finance,1573989.0,48.535755,1.56185,5.034642,0.0,1.600665877004834,1.678214,3.279,2.0,[]
HALO,Biotechnology,Health Technology,1304123.0,25.216031,155.608,0.0,2.256897606130005,0.0,0.0,2.257,6.0,[]
TYL,Data Processing Services,Technology Services,536600.0,46.86268,3.9313,0.0,0.0,0.0,0.0,0.0,21.0,[]
MTRN,Electronic Equipment/Instruments,Electronic Technology,208376.0,50.740637,3.99081,0.308455,0.0,1.2779360580934696,0.0,1.278,,[]
MDRX,Packaged Software,Technology Services,332958.0,,,0.0,0.0,0.0,0.0,0.0,,[]
LMAT,Medical Specialties,Health Technology,131128.0,45.48054,6.62723,0.742228,0.0,0.0,0.0,0.0,6.0,[]
EBKDY,Major Banks,Finance,2207.0,12.653123,1.70599,1.995774,1.18547808315781,1.4654247680232593,0.0,2.651,11.0,[]
WTTR,Oil & Gas Production,Energy Minerals,1359457.0,80.546075,2.15078,1.694915,0.0,1.1623690010135856,0.0,1.162,6.0,[]
ONEXF,Investment Managers,Finance,410.0,9.260792,0.6472,0.345661,1.6197318760641637,3.862793572311496,0.0,5.483,,[]
KG,Property/Casualty Insurance,Finance,13612.0,1.260963,0.620398,0.0,11.895670213955524,4.029671275536026,0.0,15.925,,[]
CACI,Information Technology Services,Technology Services,290588.0,20.701688,2.59046,0.0,0.0,1.2700447024852728,0.0,1.27,14.0,[]
SIGA,Pharmaceuticals: Major,Health Technology,275848.0,14.078419,1.64241,0.0,5.682456247395393,3.1660791154462045,0.0,8.849,,
SPXC,Building Products,Producer Manufacturing,557351.0,43.95637,4.95772,0.0,0.0,0.0,0.0,0.0,13.0,[]
MTNOY,Wireless Telecommunications,Communications,7799.0,20.097976,2.62108,1.004276,1.7912251462535334,1.907610603262777,0.0,3.699,5.0,[]
BALL,Containers/Packaging,Process Industries,3344084.0,18.418989,2.98956,1.309972,0.0,0.0,0.0,0.0,13.0,[]
RMBS,Semiconductors,Electronic Technology,9217484.0,66.981087,11.1627,0.0,0.0,1.2514893350175138,0.0,1.251,9.0,[]
TSEM,Semiconductors,Electronic Technology,2785378.0,104.766076,7.83806,0.0,0.0,1.782328790542558,0.0,1.782,4.0,[]
CTTAY,Automotive Aftermarket,Consumer Durables,57903.0,-69.35,3.29211,2.603143,0.0,1.3972801637855357,0.0,1.397,11.0,[]
D,Electric Utilities,Utilities,4315771.0,18.09601,1.95563,4.272,0.0,1.2783604260519628,1.4240000000000002,2.702,3.0,[]
SNN,Medical Specialties,Health Technology,1217864.0,22.206076,2.57671,2.343409,1.5761451955762018,1.9870299723290552,0.0,3.563,6.0,"[{'title': 'European Equities Traded in the US as American Depositary Receipts Track Lower in Monday Trading', 'publisher': 'MT Newswires', 'link': 'https://finance.yahoo.com/markets/world-indices/articles/european-equities-traded-us-american-151718482.html', 'summary': 'European equities traded in the US as American depositary receipts were trending lower late Monday m', 'pub_date': '2026-04-27T15:17:18Z', 'formatted_date': '04-27-2026'}]"
CPRI,Apparel/Footwear Retail,Retail Trade,4149311.0,-4.39,23.1033,0.0,0.0,0.0,0.0,0.0,10.0,[]
HAYW,Recreational Products,Consumer Durables,4717295.0,23.152493,2.15445,0.0,0.0,2.135115690779549,0.0,2.135,4.0,[]
DOCU,Packaged Software,Technology Services,2322536.0,30.893099,4.70844,0.0,1.19767848476451,1.9114611208808012,0.0,3.109,6.0,[]
HTO,Water Utilities,Utilities,411163.0,20.381904,1.39619,2.854265,0.0,1.7905872409915555,0.0,1.791,5.0,
APH,Electronic Components,Electronic Technology,9680321.0,44.467048,13.5928,0.558396,0.0,0.0,0.0,0.0,17.0,[]
ICE,Investment Banks/Brokers,Finance,2584456.0,27.223687,3.07766,1.248805,0.0,0.0,0.0,0.0,18.0,[]
GRFS,Pharmaceuticals: Major,Health Technology,1568606.0,12.19622,0.893799,1.751402,6.5594093907784545,5.817862852833803,0.0,12.377,,[]
AERO,Airlines,Transportation,427016.0,6.329923,-3.7175,0.0,5.074311330485378,0.0,0.0,5.074,9.0,[]
IMMP,Biotechnology,Health Technology,2191844.0,-1.42,1.17204,0.0,0.0,4.078359100372001,0.0,4.078,2.0,[]
CR,Aerospace & Defense,Electronic Technology,1269035.0,29.253517,5.11514,0.516365,0.0,0.0,0.0,0.0,9.0,[]
JFIN,Finance/Rental/Leasing,Finance,26760.0,1.129363,0.40789,17.099567,13.281823470398802,6.129103434749565,5.699855666666667,25.111,,[]
ELV,Managed Health Care,Health Services,1666173.0,15.15176,1.76328,1.923455,0.0,1.417812258971916,0.0,1.418,14.0,[]
RH,Specialty Stores,Retail Trade,634343.0,21.577428,42.2496,0.0,1.4584685440730003,0.0,0.0,1.458,7.0,[]
BCS,Investment Banks/Brokers,Finance,5186154.0,10.009971,0.913427,1.93579,1.4985058398271085,2.7369455906164366,0.0,4.235,14.0,[]
KRSP,Financial Conglomerates,Finance,600.0,173.489933,1.41953,0.0,0.0,1.7611462949004248,0.0,1.761,,[]
MLAB,Medical Specialties,Health Technology,85188.0,152.230483,2.90843,0.651201,0.0,1.7603999408615645,0.0,1.76,,[]
SBSI,Regional Banks,Finance,43338.0,14.449251,1.15965,4.3544,1.0381160933532123,2.1558228775923767,1.451466666666667,4.645,,[]
GT,Automotive Aftermarket,Consumer Durables,7540354.0,-1.19,0.63217,0.0,0.0,7.276523719885473,0.0,7.277,4.0,[]
HPP,Real Estate Investment Trusts,Finance,2020650.0,-0.7,0.192881,0.0,0.0,12.961359594776054,0.0,12.961,4.0,[]
WING,Restaurants,Consumer Services,2326881.0,28.631955,-6.6437,0.658302,1.0579088993399155,0.0,0.0,1.058,28.0,[]
TRAK,Packaged Software,Technology Services,258461.0,24.143512,3.27835,0.873184,1.5325028106929928,2.7452834505162658,0.0,4.278,,[]
FFA,Investment Trusts/Mutual Funds,Miscellaneous,28140.0,5.470432,0.931708,6.674208,2.7420137934261866,2.6832441065226447,2.224736,7.65,,[]
REG,Real Estate Investment Trusts,Finance,1729111.0,28.356092,2.18254,3.652283,0.0,1.1454543788429994,1.2174276666666668,2.363,12.0,[]
TMHC,Homebuilding,Consumer Durables,1045965.0,9.387767,0.953402,0.0,1.310215730748324,4.8248273026488295,0.0,6.135,7.0,[]
REFR,Home Furnishings,Consumer Durables,25243.0,-15.62,34.2342,0.0,0.0,0.0,0.0,0.0,,[]
STOT,Investment Trusts Or Mutual Funds,Miscellaneous,119725.0,,,0.0,0.0,0.0,0.0,0.0,,[]
KRYS,Biotechnology,Health Technology,135546.0,39.882145,6.52868,0.0,1.4269543426011817,0.0,0.0,1.427,11.0,[]
S,Packaged Software,Technology Services,4361331.0,-10.74,3.43853,0.0,0.0,2.6173975506975364,0.0,2.617,24.0,[]
DLX,Commercial Printing/Forms,Commercial Services,250318.0,16.92376,2.0172,3.934426,0.0,1.2393416617093,1.311475333333333,2.551,,[]
QLTA,Investment Trusts Or Mutual Funds,Miscellaneous,465401.0,,,2.542,0.0,0.0,0.0,0.0,,[]
NKTR,Pharmaceuticals: Major,Health Technology,1196258.0,-8.48,19.6763,0.0,0.0,0.0,0.0,0.0,9.0,[]
SLDE,Packaged Software,Technology Services,1530478.0,5.62656,2.10667,0.0,6.5759540465222095,4.272145139010856,0.0,10.848,6.0,
SPOT,Internet Software/Services,Technology Services,9413413.0,40.797821,10.433,0.0,0.0,0.0,0.0,0.0,37.0,
BBCQ,Financial Conglomerates,Finance,32389.0,,-10505.102,0.0,0.0,0.0,0.0,0.0,,[]
DLB,Packaged Software,Technology Services,618270.0,25.670606,2.34405,2.168448,1.4413372243724982,3.839508542906508,0.0,5.281,5.0,[]
AEP,Electric Utilities,Utilities,2251230.0,20.278041,2.34614,2.783742,0.0,1.0655800591610047,0.0,1.066,14.0,[]
FCN,Miscellaneous Commercial Services,Commercial Services,308214.0,22.45718,3.29338,0.0,0.0,0.0,0.0,0.0,,[]
RFIL,Electronic Components,Electronic Technology,121818.0,578.77551,4.31366,0.0,0.0,1.1822906765948171,0.0,1.182,,[]
SD,Oil & Gas Production,Energy Minerals,177627.0,8.033226,1.10142,3.075916,1.8672448652633449,2.269797170924806,1.0253053333333333,5.162,,[]
HLI,Investment Banks/Brokers,Finance,338440.0,24.529258,4.85204,1.502724,0.0,0.0,0.0,0.0,4.0,[]
MAN,Personnel Services,Commercial Services,762340.0,-84.68,0.673464,4.806409,0.0,3.712150909328487,1.6021363333333334,5.314,4.0,[]
SXC,Steel,Non-Energy Minerals,1275015.0,-12.73,0.932696,7.294833,0.0,2.680401760059012,2.4316109999999997,5.112,,[]
GAMI,Investment Managers,Finance,2.0,7.381035,3.00134,1.540107,2.032235316591779,0.0,0.0,2.032,,[]
PPHC,Miscellaneous Commercial Services,Commercial Services,30297.0,-42.85,5.42626,0.669039,0.0,0.0,0.0,0.0,,[]
HUBB,Electrical Products,Producer Manufacturing,459629.0,33.548598,7.68574,0.986783,0.0,0.0,0.0,0.0,8.0,[]
LGIH,Homebuilding,Consumer Durables,1104462.0,14.526107,0.500118,0.0,0.0,9.197829312282302,0.0,9.198,,
PNR,Industrial Machinery,Producer Manufacturing,6215783.0,23.357128,3.89188,1.105451,0.0,0.0,0.0,0.0,15.0,[]
SBAC,Real Estate Investment Trusts,Finance,1131749.0,21.942806,-4.6808,2.130233,0.0,0.0,0.0,0.0,12.0,[]
HLNE,Investment Managers,Finance,1527263.0,16.049516,4.4813,2.414487,0.0,0.0,0.0,0.0,7.0,[]
AMADY,Packaged Software,Technology Services,100051.0,17.042381,4.41987,2.054395,2.1710581402915476,2.036258984992771,0.0,4.207,,[]
KHYB,Investment Trusts Or Mutual Funds,Miscellaneous,845.0,,,0.0,0.0,0.0,0.0,0.0,,
NXST,Broadcasting,Consumer Services,183477.0,68.355529,3.00926,3.632812,0.0,0.0,1.2109373333333333,1.211,7.0,[]
FBRT,Real Estate Investment Trusts,Finance,512585.0,14.270067,0.62883,13.870614,1.051151336570459,3.9756372946583336,4.623538,9.65,,[]
ORA,Electric Utilities,Utilities,636299.0,56.495468,2.71284,0.420794,0.0,0.0,0.0,0.0,8.0,[]
GSK,Pharmaceuticals: Major,Health Technology,6748100.0,14.578796,4.9383,3.219214,5.487421595034323,1.0529939452848147,1.0730713333333333,7.613,3.0,[]
CCL,Hotels/Resorts/Cruise lines,Consumer Services,15644738.0,11.90201,2.84525,0.560329,2.64409120812367,1.6589051928653018,0.0,4.303,22.0,[]
CMLSQ,Broadcasting,Consumer Services,15016.0,,-0.0021,0.0,0.0,0.0,0.0,0.0,,[]
BDCZ,Investment Trusts Or Mutual Funds,Miscellaneous,2146.0,,,5.7494,0.0,0.0,1.9164666666666663,1.916,,[]
MCHX,Advertising/Marketing Services,Commercial Services,13941.0,-14.55,2.53301,0.0,0.0,0.0,0.0,0.0,,[]
ENSG,Medical/Nursing Services,Health Services,327840.0,32.509499,4.94356,0.163209,0.0,0.0,0.0,0.0,4.0,[]
GM,Motor Vehicles,Consumer Durables,14959314.0,23.854109,1.15309,0.808107,0.0,3.9892809754659218,0.0,3.989,20.0,[]
NUSC,Investment Trusts Or Mutual Funds,Miscellaneous,78258.0,34.20084,2.493652,1.2941,0.0,1.0025456639499015,0.0,1.003,,
SMCI,Computer Processing Hardware,Electronic Technology,23183611.0,20.681717,2.38559,0.0,1.257149007502617,4.305014692382177,0.0,5.562,6.0,[]
EQH,Life/Health Insurance,Finance,2307717.0,-8.61,-10.3096,2.599278,0.0,0.0,0.0,0.0,16.0,[]
